Campaign_ID,Platform,Budget,Impressions,Clicks,Engagement,Leads,Conversions,Revenue,Audience,Location,Campaign_Duration_Days,Objective,CTR,Conversion_Rate,CPC,ROI
CAMP_0486,LinkedIn,14775.98,32476,591,1376,49,24,85778.24,45-54,Hyderabad,29,Lead Generation,1.82,4.06,25.0,480.52
CAMP_0487,Google Ads,74362.37,242165,10174,17453,588,323,368173.83,18-24,Hyderabad,17,Sales,4.2,3.17,7.31,395.11
CAMP_0488,Instagram,41788.37,244379,7196,12443,250,122,515616.15,35-44,Delhi,24,Sales,2.94,1.7,5.81,1133.87
CAMP_0489,LinkedIn,79518.54,151454,2741,5761,152,67,123966.78,25-34,Chennai,29,Sales,1.81,2.44,29.01,55.9
CAMP_0490,YouTube,51825.15,235217,3670,9409,97,53,117670.31,35-44,Coimbatore,8,Lead Generation,1.56,1.44,14.12,127.05
CAMP_0491,Instagram,22183.08,121315,4318,7850,214,178,191190.67,18-24,Chennai,22,Brand Awareness,3.56,4.12,5.14,761.88
CAMP_0492,Facebook,74802.37,470324,13786,17893,424,205,666514.67,45-54,Bangalore,17,Sales,2.93,1.49,5.43,791.03
CAMP_0493,Google Ads,28953.68,76222,4594,8265,217,112,386637.67,45-54,Chennai,26,Lead Generation,6.03,2.44,6.3,1235.37
CAMP_0494,Google Ads,51626.98,178411,9817,15037,889,457,1939347.31,18-24,Chennai,23,Website Traffic,5.5,4.66,5.26,3656.46
CAMP_0495,Instagram,12175.66,67679,1717,4641,80,47,99291.47,25-34,Coimbatore,9,Sales,2.54,2.74,7.09,715.49
CAMP_0496,Instagram,63697.33,365906,11709,27114,709,547,999110.5,45-54,Bangalore,27,Sales,3.2,4.67,5.44,1468.53
CAMP_0497,Facebook,68256.49,486873,15161,19426,632,348,1222841.17,55+,Mumbai,23,Brand Awareness,3.11,2.3,4.5,1691.54
CAMP_0498,Google Ads,40974.05,132496,5726,9555,331,249,857676.32,45-54,Mumbai,29,Sales,4.32,4.35,7.16,1993.22
CAMP_0499,LinkedIn,95670.16,186410,2684,3436,135,55,235050.56,55+,Hyderabad,7,Sales,1.44,2.05,35.64,145.69
CAMP_0500,LinkedIn,88046.05,194305,3343,8451,199,159,260624.38,18-24,Delhi,6,Website Traffic,1.72,4.76,26.34,196.01
CAMP_0501,Facebook,72254.39,475972,12436,32956,721,319,1097058.05,18-24,Chennai,24,Lead Generation,2.61,2.57,5.81,1418.33
CAMP_0502,Facebook,72796.95,457042,12760,17604,573,212,241834.1,45-54,Hyderabad,20,Lead Generation,2.79,1.66,5.71,232.2
CAMP_0503,Instagram,28978.16,182972,5548,10566,278,119,312889.7,35-44,Coimbatore,5,Brand Awareness,3.03,2.14,5.22,979.74
CAMP_0504,YouTube,67397.45,285374,6165,16590,223,99,131650.87,55+,Mumbai,19,Website Traffic,2.16,1.61,10.93,95.34
CAMP_0505,Facebook,23829.6,163770,5594,8013,271,164,533217.39,25-34,Chennai,20,Lead Generation,3.42,2.93,4.26,2137.63
CAMP_0506,Google Ads,18680.31,62294,3758,6265,303,174,533358.78,45-54,Coimbatore,20,Website Traffic,6.03,4.63,4.97,2755.19
CAMP_0507,LinkedIn,99949.45,223687,4067,6860,310,219,235599.88,25-34,Delhi,26,Lead Generation,1.82,5.38,24.58,135.72
CAMP_0508,YouTube,64125.71,299207,5032,6280,219,82,168151.18,45-54,Coimbatore,26,Website Traffic,1.68,1.63,12.74,162.22
CAMP_0509,LinkedIn,45943.85,94112,1474,1854,98,59,137005.14,35-44,Chennai,4,Brand Awareness,1.57,4.0,31.17,198.2
CAMP_0510,Facebook,32375.63,197374,6364,17339,276,142,254608.41,35-44,Delhi,15,Sales,3.22,2.23,5.09,686.42
CAMP_0511,Facebook,62372.44,407826,10456,22101,322,214,222391.4,35-44,Coimbatore,24,Brand Awareness,2.56,2.05,5.97,256.55
CAMP_0512,Instagram,9711.38,53308,1409,2382,88,33,67576.04,35-44,Delhi,17,Lead Generation,2.64,2.34,6.89,595.84
CAMP_0513,LinkedIn,13994.69,31249,775,1400,37,14,52548.3,18-24,Chennai,7,Brand Awareness,2.48,1.81,18.06,275.49
CAMP_0514,YouTube,8121.39,39846,1066,2498,51,29,63695.39,18-24,Chennai,5,Sales,2.68,2.72,7.62,684.29
CAMP_0515,Google Ads,52421.13,138821,7464,13334,747,564,1164169.95,55+,Delhi,7,Brand Awareness,5.38,7.56,7.02,2120.8
CAMP_0516,Google Ads,62057.63,199661,8841,13831,547,375,1608866.74,25-34,Bangalore,7,Lead Generation,4.43,4.24,7.02,2492.54
CAMP_0517,Instagram,10935.58,69388,2510,3421,99,35,36745.47,45-54,Hyderabad,7,Lead Generation,3.62,1.39,4.36,236.02
CAMP_0518,YouTube,73516.32,324090,6206,14685,180,79,289316.76,45-54,Coimbatore,5,Brand Awareness,1.91,1.27,11.85,293.54
CAMP_0519,LinkedIn,26887.53,53802,1123,1672,68,32,84452.38,18-24,Coimbatore,5,Sales,2.09,2.85,23.94,214.09
CAMP_0520,Google Ads,70094.14,212226,10645,13960,807,453,1947929.46,45-54,Bangalore,22,Brand Awareness,5.02,4.26,6.58,2679.02
CAMP_0521,Facebook,98280.23,539702,19587,36885,557,358,829305.1,18-24,Bangalore,25,Sales,3.63,1.83,5.02,743.82
CAMP_0522,Instagram,70655.06,399615,11594,14647,602,276,951910.87,55+,Bangalore,30,Website Traffic,2.9,2.38,6.09,1247.26
CAMP_0523,LinkedIn,88903.34,196398,5040,13830,275,149,171613.33,25-34,Mumbai,30,Sales,2.57,2.96,17.64,93.03
CAMP_0524,YouTube,95078.86,443197,9634,21230,266,171,725652.31,55+,Mumbai,30,Website Traffic,2.17,1.77,9.87,663.21
CAMP_0525,YouTube,51241.35,230470,6046,8732,194,105,224737.13,35-44,Delhi,20,Brand Awareness,2.62,1.74,8.48,338.59
CAMP_0526,Instagram,71720.87,404694,11691,17255,686,289,805274.36,35-44,Mumbai,28,Sales,2.89,2.47,6.13,1022.79
CAMP_0527,Instagram,85937.08,494634,12092,25535,769,458,640528.48,35-44,Chennai,22,Website Traffic,2.44,3.79,7.11,645.35
CAMP_0528,Google Ads,38877.85,109853,3534,6257,268,137,589649.14,55+,Delhi,6,Website Traffic,3.22,3.88,11.0,1416.67
CAMP_0529,Google Ads,29832.75,95809,6480,15804,671,525,1744414.06,45-54,Coimbatore,3,Website Traffic,6.76,8.1,4.6,5747.31
CAMP_0530,YouTube,94926.86,481476,10235,21220,323,238,260422.2,25-34,Hyderabad,28,Lead Generation,2.13,2.33,9.27,174.34
CAMP_0531,YouTube,73998.83,310480,5056,9573,215,96,140039.46,35-44,Chennai,18,Brand Awareness,1.63,1.9,14.64,89.25
CAMP_0532,LinkedIn,25869.8,58906,1312,3596,97,41,95915.5,35-44,Coimbatore,10,Website Traffic,2.23,3.12,19.72,270.76
CAMP_0533,LinkedIn,47662.92,116888,2542,4640,149,78,131069.3,35-44,Coimbatore,19,Sales,2.17,3.07,18.75,174.99
CAMP_0534,Facebook,80662.92,457559,16000,29456,676,376,750741.17,25-34,Delhi,10,Website Traffic,3.5,2.35,5.04,830.71
CAMP_0535,YouTube,56970.98,275488,4390,9944,190,155,696100.07,35-44,Bangalore,9,Lead Generation,1.59,3.53,12.98,1121.85
CAMP_0536,LinkedIn,66745.45,145689,3211,8012,138,69,225708.34,25-34,Bangalore,27,Brand Awareness,2.2,2.15,20.79,238.16
CAMP_0537,YouTube,76607.98,376391,8451,18609,286,224,945276.27,35-44,Chennai,10,Lead Generation,2.25,2.65,9.06,1133.91
CAMP_0538,Google Ads,64090.87,187074,12933,29976,1153,695,1715867.53,55+,Bangalore,23,Lead Generation,6.91,5.37,4.96,2577.24
CAMP_0539,Instagram,56307.54,312593,10980,19728,581,461,1593684.48,55+,Coimbatore,26,Lead Generation,3.51,4.2,5.13,2730.32
CAMP_0540,Google Ads,76213.36,209234,11866,23343,825,578,1476723.56,25-34,Bangalore,29,Sales,5.67,4.87,6.42,1837.62
CAMP_0541,LinkedIn,74118.49,170470,3764,5703,375,264,549544.61,55+,Mumbai,28,Brand Awareness,2.21,7.01,19.69,641.44
CAMP_0542,Facebook,64837.88,419784,13556,31021,419,255,706100.95,25-34,Bangalore,14,Brand Awareness,3.23,1.88,4.78,989.03
CAMP_0543,Google Ads,39179.99,127735,8393,13045,569,438,1067984.05,55+,Coimbatore,18,Sales,6.57,5.22,4.67,2625.84
CAMP_0544,Facebook,43552.15,282906,7225,8685,365,174,770810.66,55+,Delhi,14,Brand Awareness,2.55,2.41,6.03,1669.86
CAMP_0545,Facebook,97191.66,603022,16361,44077,372,299,803173.52,25-34,Chennai,21,Lead Generation,2.71,1.83,5.94,726.38
CAMP_0546,Instagram,15676.66,76797,1691,2857,93,62,236840.45,45-54,Hyderabad,12,Brand Awareness,2.2,3.67,9.27,1410.78
CAMP_0547,Google Ads,30507.97,102904,5089,7708,211,120,396066.01,55+,Bangalore,9,Sales,4.95,2.36,5.99,1198.24
CAMP_0548,Facebook,51778.17,322619,10319,16810,403,339,890437.08,35-44,Coimbatore,14,Lead Generation,3.2,3.29,5.02,1619.72
CAMP_0549,Instagram,84489.32,484161,17067,29504,783,612,1595447.44,45-54,Hyderabad,22,Sales,3.53,3.59,4.95,1788.34
CAMP_0550,YouTube,20549.19,92021,1592,3119,36,26,55400.91,25-34,Hyderabad,7,Website Traffic,1.73,1.63,12.91,169.6
CAMP_0551,Instagram,31310.69,201206,7925,10389,345,168,215902.6,45-54,Mumbai,18,Lead Generation,3.94,2.12,3.95,589.55
CAMP_0552,YouTube,11250.83,48818,1574,2021,40,33,120162.56,18-24,Hyderabad,11,Lead Generation,3.22,2.1,7.15,968.03
CAMP_0553,Facebook,72068.6,428588,10051,16772,556,401,1686261.64,18-24,Delhi,9,Brand Awareness,2.35,3.99,7.17,2239.8
CAMP_0554,Facebook,27629.9,151113,4074,6817,204,133,224056.78,55+,Coimbatore,22,Lead Generation,2.7,3.26,6.78,710.92
CAMP_0555,YouTube,41924.1,192285,3586,4978,121,98,414777.61,55+,Coimbatore,24,Sales,1.86,2.73,11.69,889.35
CAMP_0556,Instagram,47151.64,300899,9464,17486,525,226,392402.71,35-44,Bangalore,28,Brand Awareness,3.15,2.39,4.98,732.21
CAMP_0557,Google Ads,89674.82,283037,16335,27025,902,378,1061531.64,45-54,Bangalore,16,Website Traffic,5.77,2.31,5.49,1083.76
CAMP_0558,Google Ads,44076.38,140241,6745,8375,642,406,867637.91,18-24,Bangalore,13,Sales,4.81,6.02,6.53,1868.49
CAMP_0559,YouTube,18796.38,92090,1837,4808,51,19,24932.4,55+,Delhi,9,Website Traffic,1.99,1.03,10.23,32.64
CAMP_0560,Facebook,54809.92,347004,9869,25833,249,170,185337.09,45-54,Hyderabad,12,Website Traffic,2.84,1.72,5.55,238.15
CAMP_0561,Facebook,96481.01,660861,20075,30809,1009,475,1052242.57,55+,Hyderabad,11,Website Traffic,3.04,2.37,4.81,990.62
CAMP_0562,Google Ads,62730.14,217168,15097,22051,793,325,347892.32,55+,Mumbai,6,Lead Generation,6.95,2.15,4.16,454.59
CAMP_0563,Google Ads,98421.79,292977,16072,33360,1962,1088,1387355.77,18-24,Delhi,18,Sales,5.49,6.77,6.12,1309.6
CAMP_0564,Google Ads,84905.19,234966,11616,25662,1163,678,957519.93,18-24,Bangalore,12,Sales,4.94,5.84,7.31,1027.75
CAMP_0565,Instagram,8416.75,49339,1777,4855,95,41,37182.76,55+,Chennai,21,Lead Generation,3.6,2.31,4.74,341.77
CAMP_0566,Facebook,67547.96,433071,12999,23447,429,159,230821.57,25-34,Mumbai,26,Brand Awareness,3.0,1.22,5.2,241.72
CAMP_0567,Instagram,32242.85,164140,5070,11099,304,169,503316.35,55+,Chennai,19,Website Traffic,3.09,3.33,6.36,1461.02
CAMP_0568,Instagram,58163.6,305603,10633,27700,430,314,1208988.94,55+,Hyderabad,11,Sales,3.48,2.95,5.47,1978.6
CAMP_0569,LinkedIn,31537.79,66265,1111,2133,92,72,114937.05,35-44,Mumbai,15,Lead Generation,1.68,6.48,28.39,264.44
CAMP_0570,Instagram,38142.69,214404,6206,8662,296,118,140554.68,35-44,Mumbai,3,Website Traffic,2.89,1.9,6.15,268.5
CAMP_0571,Instagram,92701.03,556098,11711,21126,541,331,1167189.12,35-44,Coimbatore,4,Brand Awareness,2.11,2.83,7.92,1159.09
CAMP_0572,YouTube,24631.1,121394,2399,3403,86,41,38104.82,25-34,Hyderabad,15,Brand Awareness,1.98,1.71,10.27,54.7
CAMP_0573,Instagram,88040.37,520057,11362,13937,572,307,1087695.96,25-34,Hyderabad,26,Website Traffic,2.18,2.7,7.75,1135.45
CAMP_0574,Facebook,7893.49,48182,1194,2869,57,47,64485.04,55+,Delhi,11,Brand Awareness,2.48,3.94,6.61,716.94
CAMP_0575,YouTube,13633.27,72976,1692,2676,59,31,53376.61,35-44,Mumbai,9,Sales,2.32,1.83,8.06,291.52
CAMP_0576,LinkedIn,86194.13,192052,2520,3032,142,76,101251.13,25-34,Hyderabad,18,Sales,1.31,3.02,34.2,17.47
CAMP_0577,Google Ads,64902.82,196513,10439,27099,788,358,640969.42,18-24,Mumbai,21,Sales,5.31,3.43,6.22,887.58
CAMP_0578,LinkedIn,75987.43,150407,2739,5232,206,171,645257.11,55+,Delhi,9,Brand Awareness,1.82,6.24,27.74,749.16
CAMP_0579,Instagram,24894.68,134458,4118,6515,101,58,79875.21,45-54,Delhi,8,Sales,3.06,1.41,6.05,220.85
CAMP_0580,Google Ads,56022.93,181217,9103,14751,634,403,1805035.5,55+,Coimbatore,20,Lead Generation,5.02,4.43,6.15,3121.96
CAMP_0581,Instagram,75035.83,363966,12329,19540,578,333,691824.81,45-54,Mumbai,21,Sales,3.39,2.7,6.09,821.99
CAMP_0582,LinkedIn,64594.84,132588,2586,3908,140,67,282678.71,35-44,Hyderabad,13,Sales,1.95,2.59,24.98,337.62
CAMP_0583,Instagram,49811.38,266384,8527,21709,670,506,801564.26,45-54,Hyderabad,14,Brand Awareness,3.2,5.93,5.84,1509.2
CAMP_0584,Instagram,96179.46,501185,14809,21807,836,305,480811.48,35-44,Mumbai,28,Sales,2.95,2.06,6.49,399.91
CAMP_0585,Facebook,69234.95,403021,13041,27373,335,233,683903.57,18-24,Mumbai,12,Website Traffic,3.24,1.79,5.31,887.8
CAMP_0586,Google Ads,91236.33,310765,13059,17286,848,549,594106.01,45-54,Mumbai,15,Lead Generation,4.2,4.2,6.99,551.17
CAMP_0587,Google Ads,74328.2,201603,12460,33882,679,287,1085896.19,55+,Bangalore,14,Brand Awareness,6.18,2.3,5.97,1360.95
CAMP_0588,Google Ads,74869.04,237248,14034,30388,1278,553,1372886.04,35-44,Hyderabad,23,Lead Generation,5.92,3.94,5.33,1733.72
CAMP_0589,Google Ads,12601.74,41016,2337,6181,142,97,331459.41,55+,Delhi,12,Website Traffic,5.7,4.15,5.39,2530.27
CAMP_0590,Google Ads,39149.14,117603,6457,11859,557,282,431086.61,25-34,Hyderabad,22,Brand Awareness,5.49,4.37,6.06,1001.14
CAMP_0591,Google Ads,86545.09,265543,9636,24062,762,368,1182195.02,35-44,Bangalore,20,Brand Awareness,3.63,3.82,8.98,1265.99
CAMP_0592,Facebook,27097.37,168809,5907,15156,409,155,470991.43,45-54,Mumbai,6,Sales,3.5,2.62,4.59,1638.14
CAMP_0593,Google Ads,15973.06,52449,3320,7718,240,176,637186.97,35-44,Coimbatore,30,Lead Generation,6.33,5.3,4.81,3889.14
CAMP_0594,Instagram,35980.08,224367,5937,8007,224,177,348804.1,55+,Mumbai,26,Website Traffic,2.65,2.98,6.06,869.44
CAMP_0595,YouTube,25941.6,105799,2525,3095,123,93,396123.83,18-24,Mumbai,7,Website Traffic,2.39,3.68,10.27,1426.98
CAMP_0596,Instagram,92902.38,478292,15826,23259,1117,651,2838805.19,35-44,Bangalore,7,Brand Awareness,3.31,4.11,5.87,2955.69
CAMP_0597,Facebook,87456.83,508740,12750,17709,495,305,1227699.73,45-54,Hyderabad,30,Sales,2.51,2.39,6.86,1303.78
CAMP_0598,Google Ads,52469.91,163804,10942,25826,1030,485,1435270.96,25-34,Mumbai,14,Brand Awareness,6.68,4.43,4.8,2635.42
CAMP_0599,Google Ads,10827.67,32754,1662,3476,152,66,159260.49,18-24,Hyderabad,28,Brand Awareness,5.07,3.97,6.51,1370.87
CAMP_0600,Google Ads,72883.42,239904,16416,33514,970,739,819383.03,25-34,Chennai,5,Brand Awareness,6.84,4.5,4.44,1024.24
CAMP_0601,Google Ads,64224.11,190160,11465,18397,669,501,2159320.06,35-44,Delhi,10,Brand Awareness,6.03,4.37,5.6,3262.16
CAMP_0602,Google Ads,97202.69,282173,18192,26331,1476,1090,4715789.99,55+,Hyderabad,24,Website Traffic,6.45,5.99,5.34,4751.5
CAMP_0603,Google Ads,58100.56,170480,10354,15847,565,329,318234.61,55+,Coimbatore,4,Website Traffic,6.07,3.18,5.61,447.73
CAMP_0604,Google Ads,36957.4,116561,7026,12931,646,505,1103321.56,45-54,Delhi,20,Brand Awareness,6.03,7.19,5.26,2885.39
CAMP_0605,Google Ads,54307.06,182797,10443,24899,1082,880,3579955.21,55+,Coimbatore,11,Brand Awareness,5.71,8.43,5.2,6492.06
CAMP_0606,Instagram,98030.01,542675,15094,24259,1149,591,703920.79,18-24,Mumbai,15,Sales,2.78,3.92,6.49,618.07
CAMP_0607,Google Ads,71154.43,212429,11815,27385,787,364,585180.58,55+,Delhi,9,Brand Awareness,5.56,3.08,6.02,722.41
CAMP_0608,Instagram,68837.73,350888,13081,25984,799,465,2056805.83,45-54,Hyderabad,12,Website Traffic,3.73,3.55,5.26,2887.9
CAMP_0609,Instagram,27864.75,172906,6249,16352,353,155,612287.16,35-44,Delhi,11,Lead Generation,3.61,2.48,4.46,2097.35
CAMP_0610,Facebook,75642.24,406162,12399,19499,384,304,1271762.29,35-44,Mumbai,24,Website Traffic,3.05,2.45,6.1,1581.29
CAMP_0611,Google Ads,76275.82,234814,8043,15454,719,373,526584.95,55+,Bangalore,17,Sales,3.43,4.64,9.48,590.37
CAMP_0612,YouTube,35142.45,169191,3417,4629,62,40,66429.5,25-34,Coimbatore,7,Website Traffic,2.02,1.17,10.28,89.03
CAMP_0613,Facebook,50952.81,313363,8271,14360,419,271,834544.42,35-44,Mumbai,14,Lead Generation,2.64,3.28,6.16,1537.88
CAMP_0614,Google Ads,32987.32,98415,4338,8724,406,247,668445.63,55+,Bangalore,3,Brand Awareness,4.41,5.69,7.6,1926.37
CAMP_0615,YouTube,29576.98,140202,3423,8121,124,53,104654.45,45-54,Delhi,14,Lead Generation,2.44,1.55,8.64,253.84
CAMP_0616,LinkedIn,7460.13,15127,173,262,8,7,28572.93,55+,Delhi,24,Brand Awareness,1.14,4.05,43.12,283.01
CAMP_0617,Google Ads,32095.12,86330,5463,8462,327,143,592734.86,35-44,Mumbai,8,Brand Awareness,6.33,2.62,5.87,1746.81
CAMP_0618,Google Ads,57627.15,185173,12621,27899,618,449,875578.03,45-54,Hyderabad,21,Website Traffic,6.82,3.56,4.57,1419.38
CAMP_0619,YouTube,5152.11,21554,436,790,23,17,24832.09,55+,Delhi,21,Website Traffic,2.02,3.9,11.82,381.98
CAMP_0620,Facebook,31905.81,201513,5567,10975,319,135,193958.92,18-24,Hyderabad,18,Website Traffic,2.76,2.43,5.73,507.91
CAMP_0621,Google Ads,88733.98,274559,17731,44998,919,750,1982948.03,45-54,Hyderabad,21,Sales,6.46,4.23,5.0,2134.71
CAMP_0622,Google Ads,61396.62,195871,9292,18570,846,502,692010.3,18-24,Hyderabad,5,Website Traffic,4.74,5.4,6.61,1027.11
CAMP_0623,Instagram,62746.97,342262,12255,27500,435,289,752563.17,25-34,Chennai,25,Sales,3.58,2.36,5.12,1099.36
CAMP_0624,Instagram,43319.61,251283,6713,15110,252,169,433140.69,45-54,Bangalore,12,Website Traffic,2.67,2.52,6.45,899.87
CAMP_0625,Facebook,69264.85,408540,8932,22203,318,192,783896.98,18-24,Bangalore,29,Brand Awareness,2.19,2.15,7.75,1031.74
CAMP_0626,Instagram,23043.61,136021,4585,10183,243,102,200568.47,35-44,Delhi,20,Sales,3.37,2.22,5.03,770.39
CAMP_0627,Instagram,82780.95,415096,13219,17234,596,433,1263645.05,35-44,Delhi,28,Lead Generation,3.18,3.28,6.26,1426.49
CAMP_0628,Facebook,16085.47,109965,2125,3713,100,64,228902.37,25-34,Hyderabad,15,Sales,1.93,3.01,7.57,1323.04
CAMP_0629,Google Ads,67320.13,244905,16901,47034,1144,468,1425197.25,45-54,Chennai,28,Sales,6.9,2.77,3.98,2017.04
CAMP_0630,Google Ads,37409.19,117915,6001,9088,379,265,1148680.72,45-54,Hyderabad,20,Lead Generation,5.09,4.42,6.23,2970.58
CAMP_0631,Facebook,76013.73,534725,16349,34967,715,501,1537167.66,45-54,Chennai,5,Sales,3.06,3.06,4.65,1922.22
CAMP_0632,YouTube,57227.63,298175,8071,20571,289,180,746406.69,25-34,Hyderabad,28,Brand Awareness,2.71,2.23,7.09,1204.28
CAMP_0633,Instagram,47973.54,259677,8680,18562,244,96,171091.49,45-54,Coimbatore,30,Website Traffic,3.34,1.11,5.53,256.64
CAMP_0634,Facebook,21095.13,132349,4555,8179,346,182,531205.22,35-44,Coimbatore,25,Lead Generation,3.44,4.0,4.63,2418.14
CAMP_0635,Google Ads,65498.04,191351,8889,11808,745,280,799652.37,18-24,Mumbai,5,Website Traffic,4.65,3.15,7.37,1120.88
CAMP_0636,Instagram,97603.14,509722,20483,36432,1520,895,3993514.7,35-44,Hyderabad,25,Brand Awareness,4.02,4.37,4.77,3991.58
CAMP_0637,Facebook,83432.33,531167,12662,18883,593,476,778842.02,35-44,Delhi,27,Lead Generation,2.38,3.76,6.59,833.5
CAMP_0638,Google Ads,10700.78,29064,1434,3925,121,42,59118.2,18-24,Bangalore,29,Website Traffic,4.93,2.93,7.46,452.47
CAMP_0639,Google Ads,40741.79,135821,5514,12925,350,169,524241.29,35-44,Mumbai,28,Website Traffic,4.06,3.06,7.39,1186.74
CAMP_0640,Instagram,92930.39,523189,17551,42105,758,568,968605.69,25-34,Delhi,14,Brand Awareness,3.35,3.24,5.29,942.29
CAMP_0641,Google Ads,52789.16,173958,10654,20217,776,275,880263.79,18-24,Coimbatore,29,Website Traffic,6.12,2.58,4.95,1567.51
CAMP_0642,Instagram,67900.62,371732,13537,18626,383,136,598530.66,35-44,Hyderabad,22,Brand Awareness,3.64,1.0,5.02,781.48
CAMP_0643,Google Ads,91696.94,301970,12329,20056,776,509,2192477.59,55+,Mumbai,9,Sales,4.08,4.13,7.44,2291.0
CAMP_0644,Instagram,88010.5,498634,17033,27517,880,655,1134440.93,35-44,Hyderabad,27,Brand Awareness,3.42,3.85,5.17,1188.98
CAMP_0645,Google Ads,52672.94,171282,10119,20024,540,399,604575.51,25-34,Coimbatore,26,Sales,5.91,3.94,5.21,1047.79
CAMP_0646,YouTube,46576.4,226983,5294,10257,145,107,312296.77,45-54,Mumbai,10,Lead Generation,2.33,2.02,8.8,570.5
CAMP_0647,Facebook,37270.8,209370,5047,9556,271,144,433785.35,35-44,Coimbatore,11,Website Traffic,2.41,2.85,7.38,1063.87
CAMP_0648,Facebook,73306.85,432398,6647,13251,290,229,752058.96,45-54,Chennai,16,Brand Awareness,1.54,3.45,11.03,925.91
CAMP_0649,YouTube,32263.75,173812,4114,11434,181,65,232008.88,55+,Coimbatore,7,Brand Awareness,2.37,1.58,7.84,619.1
CAMP_0650,Instagram,28739.32,162310,5058,8484,168,85,260392.94,35-44,Hyderabad,23,Website Traffic,3.12,1.68,5.68,806.05
CAMP_0651,Google Ads,38843.74,104715,6050,13216,614,318,414134.84,18-24,Bangalore,21,Website Traffic,5.78,5.26,6.42,966.16
CAMP_0652,Facebook,21835.43,117789,3242,5133,103,45,168505.59,45-54,Coimbatore,23,Lead Generation,2.75,1.39,6.74,671.71
CAMP_0653,Facebook,71036.38,441314,12878,25068,358,185,219458.44,55+,Delhi,18,Lead Generation,2.92,1.44,5.52,208.94
CAMP_0654,Facebook,63542.86,380525,12068,18344,286,184,178843.16,18-24,Bangalore,26,Brand Awareness,3.17,1.52,5.27,181.45
CAMP_0655,Instagram,50873.46,264398,5633,11790,309,189,693775.44,18-24,Chennai,14,Lead Generation,2.13,3.36,9.03,1263.73
CAMP_0656,Google Ads,42080.95,150367,9969,16190,724,369,1060538.0,18-24,Mumbai,23,Sales,6.63,3.7,4.22,2420.23
CAMP_0657,Instagram,91360.94,492573,15246,19193,1054,764,2609005.84,18-24,Mumbai,6,Lead Generation,3.1,5.01,5.99,2755.71
CAMP_0658,Instagram,7766.76,45983,1902,4763,123,87,198176.46,35-44,Bangalore,10,Lead Generation,4.14,4.57,4.08,2451.6
CAMP_0659,Facebook,78065.24,497671,12782,17961,296,145,136290.28,35-44,Mumbai,9,Brand Awareness,2.57,1.13,6.11,74.59
CAMP_0660,Facebook,90681.41,553388,13594,24318,798,408,853395.34,35-44,Coimbatore,17,Sales,2.46,3.0,6.67,841.09
CAMP_0661,Instagram,47403.69,239300,7453,14634,366,181,559160.92,55+,Bangalore,8,Lead Generation,3.11,2.43,6.36,1079.57
CAMP_0662,LinkedIn,57315.6,135206,2653,5019,139,58,99326.8,55+,Hyderabad,7,Sales,1.96,2.19,21.6,73.3
CAMP_0663,Facebook,94724.05,480992,12803,30229,621,451,1522619.12,55+,Coimbatore,16,Sales,2.66,3.52,7.4,1507.43
CAMP_0664,Google Ads,25166.36,84123,5104,10998,462,172,646693.11,25-34,Coimbatore,23,Sales,6.07,3.37,4.93,2469.67
CAMP_0665,Google Ads,54412.81,172098,8806,14729,843,359,910194.67,55+,Coimbatore,15,Website Traffic,5.12,4.08,6.18,1572.76
CAMP_0666,Google Ads,50098.51,164305,9094,11665,588,237,960465.41,35-44,Hyderabad,12,Website Traffic,5.53,2.61,5.51,1817.15
CAMP_0667,Google Ads,29547.3,92393,7127,17305,502,383,1523321.08,35-44,Chennai,20,Website Traffic,7.71,5.37,4.15,5055.53
CAMP_0668,Google Ads,82766.36,233104,13645,24070,991,369,1498512.18,25-34,Delhi,6,Website Traffic,5.85,2.7,6.07,1710.53
CAMP_0669,Google Ads,90462.06,291775,17311,45416,977,667,2187582.12,25-34,Mumbai,10,Brand Awareness,5.93,3.85,5.23,2318.23
CAMP_0670,Instagram,79283.6,470377,11062,20267,516,192,383470.16,55+,Bangalore,26,Lead Generation,2.35,1.74,7.17,383.67
CAMP_0671,Google Ads,23559.1,70800,4843,11373,306,227,597578.55,45-54,Chennai,13,Website Traffic,6.84,4.69,4.86,2436.51
CAMP_0672,YouTube,13241.12,63352,1586,4287,56,45,155602.73,25-34,Bangalore,19,Brand Awareness,2.5,2.84,8.35,1075.15
CAMP_0673,Google Ads,62517.23,200001,9585,21488,1002,595,986527.35,18-24,Mumbai,20,Lead Generation,4.79,6.21,6.52,1478.01
CAMP_0674,Instagram,10424.0,59998,2282,4248,156,117,416500.89,35-44,Hyderabad,23,Website Traffic,3.8,5.13,4.57,3895.6
CAMP_0675,Instagram,68918.46,356552,12087,25477,350,246,706787.28,18-24,Coimbatore,27,Lead Generation,3.39,2.04,5.7,925.54
CAMP_0676,LinkedIn,55390.3,135715,2463,5097,128,96,119583.63,35-44,Coimbatore,28,Website Traffic,1.81,3.9,22.49,115.89
CAMP_0677,Google Ads,67964.64,217419,14737,31474,1148,842,2447046.31,35-44,Hyderabad,13,Brand Awareness,6.78,5.71,4.61,3500.47
CAMP_0678,Instagram,61066.22,361830,10511,15082,415,188,214394.09,25-34,Chennai,18,Sales,2.9,1.79,5.81,251.08
CAMP_0679,LinkedIn,45156.74,97232,1523,3530,86,52,49478.32,25-34,Chennai,14,Sales,1.57,3.41,29.65,9.57
